Experiment,Topic,ID,Question,Response,CorrectAnswer,label
1,Statistics,319,in this form of sampling the population be divide into section and then participant be randomly select from each section to form the sample,0,stratified sampling,-1
1,Statistics,330,in this form of sampling the population be divide into section and then participant be randomly select from each section to form the sample,random sampling,stratified sampling,-1
1,Statistics,340,in this form of sampling the population be divide into section and then participant be randomly select from each section to form the sample,stratified sampling,stratified sampling,1
1,Statistics,341,in this form of sampling the population be divide into section and then participant be randomly select from each section to form the sample,random sampling,stratified sampling,-1
1,Statistics,355,in this form of sampling the population be divide into section and then participant be randomly select from each section to form the sample,I know what it be but I forget the name,stratified sampling,-1
1,Statistics,364,in this form of sampling the population be divide into section and then participant be randomly select from each section to form the sample,stratify,stratified sampling,1
1,Statistics,366,in this form of sampling the population be divide into section and then participant be randomly select from each section to form the sample,stratified sampling,stratified sampling,1
1,Statistics,401,in this form of sampling the population be divide into section and then participant be randomly select from each section to form the sample,simple random sample,stratified sampling,-1
1,Physics,108,what type of particle do maser emit,microwave and radio wave,microwave and radio wave,1
1,Physics,115,what type of particle do maser emit,wavelength,microwave and radio wave,-1
1,Physics,127,what type of particle do maser emit,I do not remember,microwave and radio wave,-1
1,Physics,143,what type of particle do maser emit,I do not know,microwave and radio wave,-1
1,Physics,145,what type of particle do maser emit,not visible,microwave and radio wave,-1
1,Physics,149,what type of particle do maser emit,light wave,microwave and radio wave,-1
1,Physics,151,what type of particle do maser emit,microwave and/or radiowave,microwave and radio wave,1
1,Physics,164,what type of particle do maser emit,light particle also know as photon,microwave and radio wave,-1
1,Physics,165,what type of particle do maser emit,micro wave and light wave,microwave and radio wave,1
1,Physics,172,what type of particle do maser emit,photon,microwave and radio wave,-1
1,Physics,203,what type of particle do maser emit,non visible particle,microwave and radio wave,-1
1,Physics,210,what type of particle do maser emit,radiowave and microwave,microwave and radio wave,1
1,Physics,212,what type of particle do maser emit,microwave,microwave and radio wave,1
1,Physics,229,what type of particle do maser emit,ion,microwave and radio wave,-1
1,Physics,232,what type of particle do maser emit,photon,microwave and radio wave,-1
1,Physics,247,what type of particle do maser emit,trouph,microwave and radio wave,-1
1,Physics,254,what type of particle do maser emit,light,microwave and radio wave,-1
1,Physics,266,what type of particle do maser emit,I honestly have no idea its hard to focus,microwave and radio wave,-1
1,Physics,274,what type of particle do maser emit,light,microwave and radio wave,-1
1,Physics,281,what type of particle do maser emit,microwave,microwave and radio wave,1
1,Physics,289,what type of particle do maser emit,0,microwave and radio wave,-1
1,Physics,299,what type of particle do maser emit,microwave particle,microwave and radio wave,1
1,Physics,300,what type of particle do maser emit,invisible wave,microwave and radio wave,-1
1,Physics,311,what type of particle do maser emit,radiation,microwave and radio wave,-1
1,Physics,321,what type of particle do maser emit,they be a mix of radio and microwave,microwave and radio wave,1
1,Physics,331,what type of particle do maser emit,microwave,microwave and radio wave,1
1,Physics,337,what type of particle do maser emit,microwave,microwave and radio wave,1
1,Physics,344,what type of particle do maser emit,microwave,microwave and radio wave,1
1,Physics,358,what type of particle do maser emit,photon,microwave and radio wave,-1
1,Physics,365,what type of particle do maser emit,invisible particle that emit energy,microwave and radio wave,-1
1,Physics,368,what type of particle do maser emit,photon,microwave and radio wave,-1
1,Physics,373,what type of particle do maser emit,proton,microwave and radio wave,-1
1,Physics,108,what be gordon gould 's main achievement,invent the laser but not patent it,he invent the concept of laser,1
1,Physics,115,what be gordon gould 's main achievement,create laser,he invent the concept of laser,1
1,Physics,127,what be gordon gould 's main achievement,he invent laser but this be steal from he and he spend a long time try to patent his work,he invent the concept of laser,1
1,Physics,143,what be gordon gould 's main achievement,invent laser by combine maser and light,he invent the concept of laser,1
1,Physics,145,what be gordon gould 's main achievement,make the idea of a laser,he invent the concept of laser,1
1,Physics,149,what be gordon gould 's main achievement,make lazer to cut clothe use in microwave and more,he invent the concept of laser,1
1,Physics,151,what be gordon gould 's main achievement,create the laser,he invent the concept of laser,1
1,Physics,164,what be gordon gould 's main achievement,create the first ever laser,he invent the concept of laser,1
1,Physics,165,what be gordon gould 's main achievement,he invent the laser,he invent the concept of laser,1
1,Physics,172,what be gordon gould 's main achievement,patent the first laser,he invent the concept of laser,1
1,Physics,203,what be gordon gould 's main achievement,the creation of the laser,he invent the concept of laser,1
1,Physics,210,what be gordon gould 's main achievement,invent the laser but could not get a patent for it until 20 year later,he invent the concept of laser,1
1,Physics,212,what be gordon gould 's main achievement,name and come up with the term laser from maser and,he invent the concept of laser,1
1,Physics,229,what be gordon gould 's main achievement,light,he invent the concept of laser,-1
1,Physics,232,what be gordon gould 's main achievement,create laser though he only get the patent for a specific part,he invent the concept of laser,1
1,Physics,247,what be gordon gould 's main achievement,maser,he invent the concept of laser,-1
1,Physics,254,what be gordon gould 's main achievement,invent the laser,he invent the concept of laser,1
1,Physics,266,what be gordon gould 's main achievement,laser light,he invent the concept of laser,1
1,Physics,274,what be gordon gould 's main achievement,he discover and create the first laser,he invent the concept of laser,1
1,Physics,281,what be gordon gould 's main achievement,combine light and maser to create laser,he invent the concept of laser,1
1,Physics,289,what be gordon gould 's main achievement,create the laser from light and the maser,he invent the concept of laser,1
1,Physics,299,what be gordon gould 's main achievement,find the first laser and eventually,he invent the concept of laser,1
1,Physics,300,what be gordon gould 's main achievement,he invent the laser and eventually get it patent,he invent the concept of laser,1
1,Physics,311,what be gordon gould 's main achievement,invent the laser,he invent the concept of laser,1
1,Physics,321,what be gordon gould 's main achievement,he receive a patent for the first laser,he invent the concept of laser,1
1,Physics,331,what be gordon gould 's main achievement,he make the laser,he invent the concept of laser,1
1,Physics,337,what be gordon gould 's main achievement,discover the laser,he invent the concept of laser,1
1,Physics,344,what be gordon gould 's main achievement,he create masur t,he invent the concept of laser,-1
1,Physics,358,what be gordon gould 's main achievement,he invent the laser,he invent the concept of laser,1
1,Physics,365,what be gordon gould 's main achievement,laser,he invent the concept of laser,1
1,Physics,368,what be gordon gould 's main achievement,invention of the laser have to fight for the patent of the invention for almost 20,he invent the concept of laser,1
1,Physics,373,what be gordon gould 's main achievement,make the laser,he invent the concept of laser,1
1,Physics,108,if the flashlight be like ripple in a bathtub the laser be like,wave in the ocean,huge wave on the sea,1
1,Physics,115,if the flashlight be like ripple in a bathtub the laser be like,wave in the ocean,huge wave on the sea,1
1,Physics,127,if the flashlight be like ripple in a bathtub the laser be like,big wave in a sea ocean,huge wave on the sea,1
1,Physics,143,if the flashlight be like ripple in a bathtub the laser be like,wave in the ocean,huge wave on the sea,1
1,Physics,145,if the flashlight be like ripple in a bathtub the laser be like,wave in the ocean,huge wave on the sea,1
1,Physics,149,if the flashlight be like ripple in a bathtub the laser be like,a beam that shoot far in one direc,huge wave on the sea,-1
1,Physics,151,if the flashlight be like ripple in a bathtub the laser be like,wave in the ocean,huge wave on the sea,1
1,Physics,164,if the flashlight be like ripple in a bathtub the laser be like,wave at sea,huge wave on the sea,1
1,Physics,165,if the flashlight be like ripple in a bathtub the laser be like,wave in the ocean,huge wave on the sea,1
1,Physics,172,if the flashlight be like ripple in a bathtub the laser be like,wave in an ocean,huge wave on the sea,1
1,Physics,203,if the flashlight be like ripple in a bathtub the laser be like,wave in the sea,huge wave on the sea,1
1,Physics,210,if the flashlight be like ripple in a bathtub the laser be like,big wave in an ocean,huge wave on the sea,1
1,Physics,212,if the flashlight be like ripple in a bathtub the laser be like,wave of the ocean,huge wave on the sea,1
1,Physics,229,if the flashlight be like ripple in a bathtub the laser be like,wave,huge wave on the sea,0
1,Physics,232,if the flashlight be like ripple in a bathtub the laser be like,wave in the ocean,huge wave on the sea,1
1,Physics,247,if the flashlight be like ripple in a bathtub the laser be like,wave,huge wave on the sea,0
1,Physics,254,if the flashlight be like ripple in a bathtub the laser be like,sea wave,huge wave on the sea,1
1,Physics,266,if the flashlight be like ripple in a bathtub the laser be like,wave,huge wave on the sea,0
1,Physics,274,if the flashlight be like ripple in a bathtub the laser be like,wave in the ocean,huge wave on the sea,1
1,Physics,281,if the flashlight be like ripple in a bathtub the laser be like,giant wave in the ocean,huge wave on the sea,1
1,Physics,289,if the flashlight be like ripple in a bathtub the laser be like,wave in an ocean,huge wave on the sea,1
1,Physics,299,if the flashlight be like ripple in a bathtub the laser be like,wave in the ocean,huge wave on the sea,1
1,Physics,300,if the flashlight be like ripple in a bathtub the laser be like,wave in the ocean,huge wave on the sea,1
1,Physics,311,if the flashlight be like ripple in a bathtub the laser be like,wave in the ocean,huge wave on the sea,1
1,Physics,321,if the flashlight be like ripple in a bathtub the laser be like,large wave,huge wave on the sea,1
1,Physics,331,if the flashlight be like ripple in a bathtub the laser be like,ocean,huge wave on the sea,0
1,Physics,337,if the flashlight be like ripple in a bathtub the laser be like,wave in the ocean,huge wave on the sea,1
1,Physics,344,if the flashlight be like ripple in a bathtub the laser be like,wave on the ocean,huge wave on the sea,1
1,Physics,358,if the flashlight be like ripple in a bathtub the laser be like,wave in an ocean,huge wave on the sea,1
1,Physics,365,if the flashlight be like ripple in a bathtub the laser be like,massive wave in the ocean,huge wave on the sea,1
1,Physics,368,if the flashlight be like ripple in a bathtub the laser be like,huge wave in the ocean,huge wave on the sea,1
1,Physics,373,if the flashlight be like ripple in a bathtub the laser be like,huge wave in an ocean,huge wave on the sea,1
1,Physics,108,what be the name for light of a very precise wavelength and color,monochromatic,monochromatic,1
1,Physics,115,what be the name for light of a very precise wavelength and color,0,monochromatic,-1
1,Physics,127,what be the name for light of a very precise wavelength and color,laser,monochromatic,-1
1,Physics,143,what be the name for light of a very precise wavelength and color,I do not remember,monochromatic,-1
1,Physics,145,what be the name for light of a very precise wavelength and color,laser,monochromatic,-1
1,Physics,149,what be the name for light of a very precise wavelength and color,lazer,monochromatic,-1
1,Physics,151,what be the name for light of a very precise wavelength and color,a laser,monochromatic,-1
1,Physics,164,what be the name for light of a very precise wavelength and color,laser,monochromatic,-1
1,Physics,165,what be the name for light of a very precise wavelength and color,a laser,monochromatic,-1
1,Physics,172,what be the name for light of a very precise wavelength and color,0,monochromatic,-1
1,Physics,203,what be the name for light of a very precise wavelength and color,laser,monochromatic,-1
1,Physics,210,what be the name for light of a very precise wavelength and color,microwave,monochromatic,-1
1,Physics,212,what be the name for light of a very precise wavelength and color,monochromatic,monochromatic,1
1,Physics,229,what be the name for light of a very precise wavelength and color,maser,monochromatic,-1
1,Physics,232,what be the name for light of a very precise wavelength and color,monochromatic,monochromatic,1
1,Physics,247,what be the name for light of a very precise wavelength and color,ultraviolet,monochromatic,-1
1,Physics,254,what be the name for light of a very precise wavelength and color,laser,monochromatic,-1
1,Physics,266,what be the name for light of a very precise wavelength and color,laser light,monochromatic,-1
1,Physics,274,what be the name for light of a very precise wavelength and color,photon,monochromatic,-1
1,Physics,281,what be the name for light of a very precise wavelength and color,a laser,monochromatic,-1
1,Physics,289,what be the name for light of a very precise wavelength and color,0,monochromatic,-1
1,Physics,299,what be the name for light of a very precise wavelength and color,a laser,monochromatic,-1
1,Physics,300,what be the name for light of a very precise wavelength and color,a laser,monochromatic,-1
1,Physics,311,what be the name for light of a very precise wavelength and color,laser,monochromatic,-1
1,Physics,321,what be the name for light of a very precise wavelength and color,monochromatic,monochromatic,1
1,Physics,331,what be the name for light of a very precise wavelength and color,I m,monochromatic,-1
1,Physics,337,what be the name for light of a very precise wavelength and color,coherent light,monochromatic,-1
1,Physics,344,what be the name for light of a very precise wavelength and color,it be a laser,monochromatic,-1
1,Physics,358,what be the name for light of a very precise wavelength and color,laser,monochromatic,-1
1,Physics,365,what be the name for light of a very precise wavelength and color,monochromatic and coherient,monochromatic,1
1,Physics,368,what be the name for light of a very precise wavelength and color,laser,monochromatic,-1
1,Physics,373,what be the name for light of a very precise wavelength and color,laser,monochromatic,-1
1,Physics,108,what be white light make of,a mix of light of many different wavelength,a mixture of light of all different color,1
1,Physics,115,what be white light make of,the same wave length,a mixture of light of all different color,-1
1,Physics,127,what be white light make of,mixed multi colored wave find in thing like a flash,a mixture of light of all different color,1
1,Physics,143,what be white light make of,many different ray of light,a mixture of light of all different color,0
1,Physics,145,what be white light make of,I have no idea,a mixture of light of all different color,-1
1,Physics,149,what be white light make of,all of the color,a mixture of light of all different color,1
1,Physics,151,what be white light make of,all color of light shin out,a mixture of light of all different color,1
1,Physics,164,what be white light make of,a mix of all different colored light at different wavelength,a mixture of light of all different color,1
1,Physics,165,what be white light make of,red green and blue light,a mixture of light of all different color,1
1,Physics,172,what be white light make of,microwave,a mixture of light of all different color,-1
1,Physics,203,what be white light make of,an array of different colored light ray,a mixture of light of all different color,1
1,Physics,210,what be white light make of,all of the different type of wave on the electromagnetic spectrum,a mixture of light of all different color,1
1,Physics,212,what be white light make of,multiple color,a mixture of light of all different color,1
1,Physics,229,what be white light make of,laser,a mixture of light of all different color,-1
1,Physics,232,what be white light make of,many different light wave of many color that be not line up,a mixture of light of all different color,1
1,Physics,247,what be white light make of,beam of sunlight,a mixture of light of all different color,-1
1,Physics,254,what be white light make of,many different stream of light wave,a mixture of light of all different color,1
1,Physics,266,what be white light make of,laser light I honsetly,a mixture of light of all different color,-1
1,Physics,274,what be white light make of,lot of different colored light particle,a mixture of light of all different color,1
1,Physics,281,what be white light make of,many different color that be not all the same size of wave length,a mixture of light of all different color,1
1,Physics,289,what be white light make of,photon,a mixture of light of all different color,-1
1,Physics,299,what be white light make of,different type of light wave segment intermingle,a mixture of light of all different color,1
1,Physics,300,what be white light make of,multiple stream of colored light that be all mix together,a mixture of light of all different color,1
1,Physics,311,what be white light make of,every color,a mixture of light of all different color,1
1,Physics,321,what be white light make of,many color not focus nearly as much when compare to a laser,a mixture of light of all different color,1
1,Physics,331,what be white light make of,many different color a light bulb have many diff,a mixture of light of all different color,1
1,Physics,337,what be white light make of,many different wavelength,a mixture of light of all different color,1
1,Physics,344,what be white light make of,a bunch of different light that combine together,a mixture of light of all different color,1
1,Physics,358,what be white light make of,multiple color at all different wavelength,a mixture of light of all different color,1
1,Physics,365,what be white light make of,all the different color of light with a multitude of different fr,a mixture of light of all different color,1
1,Physics,368,what be white light make of,several other color of light in a mixed up beam this be what you see in a flash light of clear light bulb,a mixture of light of all different color,1
1,Physics,373,what be white light make of,proton,a mixture of light of all different color,-1
1,Physics,108,a light be when the peak and trough of the light wave line up precisely,uniform,coherent,-1
1,Physics,115,a light be when the peak and trough of the light wave line up precisely,flashlight,coherent,-1
1,Physics,127,a light be when the peak and trough of the light wave line up precisely,coherent I be bad at spelling sorry idk if that be right,coherent,1
1,Physics,143,a light be when the peak and trough of the light wave line up precisely,white,coherent,-1
1,Physics,145,a light be when the peak and trough of the light wave line up precisely,concise,coherent,-1
1,Physics,149,a light be when the peak and trough of the light wave line up precisely,a lazer,coherent,-1
1,Physics,151,a light be when the peak and trough of the light wave line up precisely,a laser,coherent,-1
1,Physics,164,a light be when the peak and trough of the light wave line up precisely,laser,coherent,-1
1,Physics,165,a light be when the peak and trough of the light wave line up precisely,a laser,coherent,-1
1,Physics,172,a light be when the peak and trough of the light wave line up precisely,concentrate,coherent,-1
1,Physics,203,a light be when the peak and trough of the light wave line up precisely,coherent,coherent,1
1,Physics,210,a light be when the peak and trough of the light wave line up precisely,a laser,coherent,-1
1,Physics,212,a light be when the peak and trough of the light wave line up precisely,coherent,coherent,1
1,Physics,229,a light be when the peak and trough of the light wave line up precisely,white,coherent,-1
1,Physics,232,a light be when the peak and trough of the light wave line up precisely,monochromatic,coherent,-1
1,Physics,247,a light be when the peak and trough of the light wave line up precisely,blue,coherent,-1
1,Physics,254,a light be when the peak and trough of the light wave line up precisely,conc,coherent,-1
1,Physics,266,a light be when the peak and trough of the light wave line up precisely,at its bright point,coherent,-1
1,Physics,274,a light be when the peak and trough of the light wave line up precisely,consistent,coherent,1
1,Physics,281,a light be when the peak and trough of the light wave line up precisely,a laser,coherent,-1
1,Physics,289,a light be when the peak and trough of the light wave line up precisely,energy,coherent,-1
1,Physics,299,a light be when the peak and trough of the light wave line up precisely,lazer,coherent,-1
1,Physics,300,a light be when the peak and trough of the light wave line up precisely,cohesive,coherent,-1
1,Physics,311,a light be when the peak and trough of the light wave line up precisely,cohesive o,coherent,-1
1,Physics,321,a light be when the peak and trough of the light wave line up precisely,monochromatic,coherent,-1
1,Physics,331,a light be when the peak and trough of the light wave line up precisely,a laser,coherent,-1
1,Physics,337,a light be when the peak and trough of the light wave line up precisely,coherent,coherent,1
1,Physics,344,a light be when the peak and trough of the light wave line up precisely,order,coherent,-1
1,Physics,358,a light be when the peak and trough of the light wave line up precisely,a laser,coherent,-1
1,Physics,365,a light be when the peak and trough of the light wave line up precisely,coherient,coherent,1
1,Physics,368,a light be when the peak and trough of the light wave line up precisely,a laser,coherent,-1
1,Physics,373,a light be when the peak and trough of the light wave line up precisely,bright,coherent,-1
1,Physics,108,a emit light to begin the process of create a laser beam,0,flash tube,-1
1,Physics,115,a emit light to begin the process of create a laser beam,flash bbulb,flash tube,0
1,Physics,127,a emit light to begin the process of create a laser beam,volt of electricity a flash some type of stimulate,flash tube,0
1,Physics,143,a emit light to begin the process of create a laser beam,electron,flash tube,-1
1,Physics,145,a emit light to begin the process of create a laser beam,0,flash tube,-1
1,Physics,149,a emit light to begin the process of create a laser beam,flash tube,flash tube,1
1,Physics,151,a emit light to begin the process of create a laser beam,photon or electron,flash tube,-1
1,Physics,164,a emit light to begin the process of create a laser beam,photon,flash tube,-1
1,Physics,165,a emit light to begin the process of create a laser beam,spark,flash tube,-1
1,Physics,172,a emit light to begin the process of create a laser beam,photon,flash tube,-1
1,Physics,203,a emit light to begin the process of create a laser beam,photon,flash tube,-1
1,Physics,210,a emit light to begin the process of create a laser beam,photon,flash tube,-1
1,Physics,212,a emit light to begin the process of create a laser beam,the contraction the hold the ruby crystal,flash tube,0
1,Physics,229,a emit light to begin the process of create a laser beam,tunnel,flash tube,-1
1,Physics,232,a emit light to begin the process of create a laser beam,flashlight,flash tube,1
1,Physics,247,a emit light to begin the process of create a laser beam,electron,flash tube,-1
1,Physics,254,a emit light to begin the process of create a laser beam,atom,flash tube,-1
1,Physics,266,a emit light to begin the process of create a laser beam,laser,flash tube,-1
1,Physics,274,a emit light to begin the process of create a laser beam,0,flash tube,-1
1,Physics,281,a emit light to begin the process of create a laser beam,idk,flash tube,-1
1,Physics,289,a emit light to begin the process of create a laser beam,photon,flash tube,-1
1,Physics,299,a emit light to begin the process of create a laser beam,photon,flash tube,-1
1,Physics,300,a emit light to begin the process of create a laser beam,flash,flash tube,0
1,Physics,311,a emit light to begin the process of create a laser beam,medium,flash tube,-1
1,Physics,321,a emit light to begin the process of create a laser beam,the clear tube that be coil around the,flash tube,0
1,Physics,331,a emit light to begin the process of create a laser beam,I do not know,flash tube,-1
1,Physics,337,a emit light to begin the process of create a laser beam,photon,flash tube,-1
1,Physics,344,a emit light to begin the process of create a laser beam,flash tube,flash tube,1
1,Physics,358,a emit light to begin the process of create a laser beam,tube,flash tube,-1
1,Physics,365,a emit light to begin the process of create a laser beam,flash beam,flash tube,0
1,Physics,368,a emit light to begin the process of create a laser beam,photon,flash tube,-1
1,Physics,373,a emit light to begin the process of create a laser beam,electron,flash tube,-1
1,Physics,108,what object can serve as a red laser 's medium,a ruby crystal,ruby crystal,1
1,Physics,115,what object can serve as a red laser 's medium,ruby crystal,ruby crystal,1
1,Physics,127,what object can serve as a red laser 's medium,ruby crystal,ruby crystal,1
1,Physics,143,what object can serve as a red laser 's medium,the crystal rod,ruby crystal,-1
1,Physics,145,what object can serve as a red laser 's medium,a ruby crystal,ruby crystal,1
1,Physics,149,what object can serve as a red laser 's medium,ruby crystal,ruby crystal,1
1,Physics,151,what object can serve as a red laser 's medium,ruby crystal,ruby crystal,1
1,Physics,164,what object can serve as a red laser 's medium,ruby crystal,ruby crystal,1
1,Physics,165,what object can serve as a red laser 's medium,a battery,ruby crystal,-1
1,Physics,172,what object can serve as a red laser 's medium,ruby crystal,ruby crystal,1
1,Physics,203,what object can serve as a red laser 's medium,ruby crystal,ruby crystal,1
1,Physics,210,what object can serve as a red laser 's medium,a liquid,ruby crystal,-1
1,Physics,212,what object can serve as a red laser 's medium,ruby crystal,ruby crystal,1
1,Physics,229,what object can serve as a red laser 's medium,tube,ruby crystal,-1
1,Physics,232,what object can serve as a red laser 's medium,red crystal,ruby crystal,1
1,Physics,247,what object can serve as a red laser 's medium,can not remember,ruby crystal,-1
1,Physics,254,what object can serve as a red laser 's medium,ruby crystal,ruby crystal,1
1,Physics,266,what object can serve as a red laser 's medium,the pointer that teacher use to follow what they be show the class,ruby crystal,-1
1,Physics,274,what object can serve as a red laser 's medium,ruby crystal,ruby crystal,1
1,Physics,281,what object can serve as a red laser 's medium,the red center thing they talk about,ruby crystal,0
1,Physics,289,what object can serve as a red laser 's medium,ruby crystal,ruby crystal,1
1,Physics,299,what object can serve as a red laser 's medium,solid base,ruby crystal,-1
1,Physics,300,what object can serve as a red laser 's medium,ruby crystal,ruby crystal,1
1,Physics,311,what object can serve as a red laser 's medium,the crystal liquid,ruby crystal,-1
1,Physics,321,what object can serve as a red laser 's medium,a crystal,ruby crystal,-1
1,Physics,331,what object can serve as a red laser 's medium,ruby crystal,ruby crystal,1
1,Physics,337,what object can serve as a red laser 's medium,ruby crystal,ruby crystal,1
1,Physics,344,what object can serve as a red laser 's medium,ruby crystal,ruby crystal,1
1,Physics,358,what object can serve as a red laser 's medium,a ruby crystal,ruby crystal,1
1,Physics,365,what object can serve as a red laser 's medium,red ruby solid,ruby crystal,0
1,Physics,368,what object can serve as a red laser 's medium,ruby crystal inside of a tube,ruby crystal,1
1,Physics,373,what object can serve as a red laser 's medium,printer,ruby crystal,-1
1,Physics,108,what be the normal state of an electron,ground state,ground state,1
1,Physics,115,what be the normal state of an electron,ground state,ground state,1
1,Physics,127,what be the normal state of an electron,ground state,ground state,1
1,Physics,143,what be the normal state of an electron,gas,ground state,-1
1,Physics,145,what be the normal state of an electron,charge,ground state,-1
1,Physics,149,what be the normal state of an electron,positive,ground state,-1
1,Physics,151,what be the normal state of an electron,ground level,ground state,1
1,Physics,164,what be the normal state of an electron,0,ground state,-1
1,Physics,165,what be the normal state of an electron,negative,ground state,-1
1,Physics,172,what be the normal state of an electron,base,ground state,-1
1,Physics,203,what be the normal state of an electron,ground state,ground state,1
1,Physics,210,what be the normal state of an electron,ground level,ground state,1
1,Physics,212,what be the normal state of an electron,natural state,ground state,-1
1,Physics,229,what be the normal state of an electron,positive,ground state,-1
1,Physics,232,what be the normal state of an electron,the state that do not have excited electron,ground state,0
1,Physics,247,what be the normal state of an electron,solid,ground state,-1
1,Physics,254,what be the normal state of an electron,ground state,ground state,1
1,Physics,266,what be the normal state of an electron,matter or gas,ground state,-1
1,Physics,274,what be the normal state of an electron,ground state,ground state,1
1,Physics,281,what be the normal state of an electron,ground state,ground state,1
1,Physics,289,what be the normal state of an electron,negative,ground state,-1
1,Physics,299,what be the normal state of an electron,ground level,ground state,1
1,Physics,300,what be the normal state of an electron,0,ground state,-1
1,Physics,311,what be the normal state of an electron,the level 1 un stimulate by a photon,ground state,-1
1,Physics,321,what be the normal state of an electron,positive chart,ground state,-1
1,Physics,331,what be the normal state of an electron,ground state,ground state,1
1,Physics,337,what be the normal state of an electron,level 1,ground state,-1
1,Physics,344,what be the normal state of an electron,not excite,ground state,0
1,Physics,358,what be the normal state of an electron,negative,ground state,-1
1,Physics,365,what be the normal state of an electron,ground state,ground state,1
1,Physics,368,what be the normal state of an electron,I can not remember,ground state,-1
1,Physics,373,what be the normal state of an electron,absorption,ground state,-1
1,Physics,108,what be co2 laser use for,laser engrave,welding or industrial cutting,1
1,Physics,115,what be co2 laser use for,they be use to create gas laser,welding or industrial cutting,-1
1,Physics,127,what be co2 laser use for,cut metal or weld,welding or industrial cutting,1
1,Physics,143,what be co2 laser use for,air,welding or industrial cutting,-1
1,Physics,145,what be co2 laser use for,cut heavy material like in weld,welding or industrial cutting,1
1,Physics,149,what be co2 laser use for,use in make gas,welding or industrial cutting,-1
1,Physics,151,what be co2 laser use for,they be the strong laser and be use in industrial place to cut through tough thing,welding or industrial cutting,1
1,Physics,164,what be co2 laser use for,0,welding or industrial cutting,-1
1,Physics,165,what be co2 laser use for,0,welding or industrial cutting,-1
1,Physics,172,what be co2 laser use for,0,welding or industrial cutting,-1
1,Physics,203,what be co2 laser use for,they be gas laser use as,welding or industrial cutting,-1
1,Physics,210,what be co2 laser use for,industrial cutting to laser engraving they be very versatile,welding or industrial cutting,1
1,Physics,212,what be co2 laser use for,for cutting of object on a small scale like laser cut,welding or industrial cutting,1
1,Physics,229,what be co2 laser use for,light,welding or industrial cutting,-1
1,Physics,232,what be co2 laser use for,cut fabric leather,welding or industrial cutting,1
1,Physics,247,what be co2 laser use for,gas,welding or industrial cutting,-1
1,Physics,254,what be co2 laser use for,conduct light,welding or industrial cutting,-1
1,Physics,266,what be co2 laser use for,liquid laser,welding or industrial cutting,-1
1,Physics,274,what be co2 laser use for,industrial welding,welding or industrial cutting,1
1,Physics,281,what be co2 laser use for,cut thing,welding or industrial cutting,1
1,Physics,289,what be co2 laser use for,industrial cutting and welding application,welding or industrial cutting,1
1,Physics,299,what be co2 laser use for,weld laser cut metal,welding or industrial cutting,1
1,Physics,300,what be co2 laser use for,0,welding or industrial cutting,-1
1,Physics,311,what be co2 laser use for,high power and low power application such as engrave,welding or industrial cutting,1
1,Physics,321,what be co2 laser use for,weld cut they can be use at multiple level of power an,welding or industrial cutting,1
1,Physics,331,what be co2 laser use for,they be very powerful laser make in 1960,welding or industrial cutting,-1
1,Physics,337,what be co2 laser use for,welding laser engraving industrial use,welding or industrial cutting,1
1,Physics,344,what be co2 laser use for,weld high power cutting even en,welding or industrial cutting,1
1,Physics,358,what be co2 laser use for,engrave,welding or industrial cutting,1
1,Physics,365,what be co2 laser use for,high power beam,welding or industrial cutting,-1
1,Physics,368,what be co2 laser use for,gas laser,welding or industrial cutting,-1
1,Physics,373,what be co2 laser use for,higher power laser and they be use for cut such as clothe or on a printer,welding or industrial cutting,1
1,Physics,108,what be the advantage of liquid dye laser,they can be make from many different light wavelength and can be different col,you can make laser with many different color,1
1,Physics,115,what be the advantage of liquid dye laser,they can be any color,you can make laser with many different color,1
1,Physics,127,what be the advantage of liquid dye laser,they can be many different color,you can make laser with many different color,1
1,Physics,143,what be the advantage of liquid dye laser,they do not emit anything,you can make laser with many different color,-1
1,Physics,145,what be the advantage of liquid dye laser,it can be make in a wide variety of different color,you can make laser with many different color,1
1,Physics,149,what be the advantage of liquid dye laser,you can make they with many different color and material,you can make laser with many different color,1
1,Physics,151,what be the advantage of liquid dye laser,you can make a lot of different color,you can make laser with many different color,1
1,Physics,164,what be the advantage of liquid dye laser,they can create multiple different colored laser,you can make laser with many different color,1
1,Physics,165,what be the advantage of liquid dye laser,the be more powerful,you can make laser with many different color,-1
1,Physics,172,what be the advantage of liquid dye laser,0,you can make laser with many different color,-1
1,Physics,203,what be the advantage of liquid dye laser,liquid dye laser,you can make laser with many different color,-1
1,Physics,210,what be the advantage of liquid dye laser,you can easily change the frequency of the light compare to the other,you can make laser with many different color,0
1,Physics,212,what be the advantage of liquid dye laser,that you can use multiple color of light for they,you can make laser with many different color,1
1,Physics,229,what be the advantage of liquid dye laser,color,you can make laser with many different color,1
1,Physics,232,what be the advantage of liquid dye laser,you can make they any color,you can make laser with many different color,1
1,Physics,247,what be the advantage of liquid dye laser,any color,you can make laser with many different color,1
1,Physics,254,what be the advantage of liquid dye laser,can make many different color,you can make laser with many different color,1
1,Physics,266,what be the advantage of liquid dye laser,I honestly do not remeber,you can make laser with many different color,-1
1,Physics,274,what be the advantage of liquid dye laser,they can make many different color of laser,you can make laser with many different color,1
1,Physics,281,what be the advantage of liquid dye laser,easy to make,you can make laser with many different color,-1
